-1.500000059604644775e-01,-1.500000059604644775e-01
-1.500000059604644775e-01,-1.500000059604644775e-01
-3.001093631610274315e-03,-1.500000059604644775e-01
-3.542921971529722214e-03,-1.500000059604644775e-01
-5.401088390499353409e-03,-1.500000059604644775e-01
3.014369169250130653e-03,-1.500000059604644775e-01
5.806325003504753113e-03,-1.500000059604644775e-01
1.416321028955280781e-03,-1.500000059604644775e-01
1.416321028955280781e-03,-1.500000059604644775e-01
1.416321028955280781e-03,-1.500000059604644775e-01
1.416321028955280781e-03,-1.500000059604644775e-01
1.416321028955280781e-03,-1.500000059604644775e-01
9.125808719545602798e-04,-1.500000059604644775e-01
