-1.500000059604644775e-01,1.500000059604644775e-01
-4.982116632163524628e-03,1.500000059604644775e-01
-3.131597535684704781e-03,1.500000059604644775e-01
-1.581494696438312531e-03,1.500000059604644775e-01
7.733862730674445629e-04,2.717476524412631989e-02
8.013718615984544158e-05,-4.188451202935539186e-05
7.551408489234745502e-04,-3.546693187672644854e-04
1.500000059604644775e-01,-1.500000059604644775e-01
1.500000059604644775e-01,-1.500000059604644775e-01
1.500000059604644775e-01,-1.500000059604644775e-01
1.097394246608018875e-02,-1.500000059604644775e-01
